player_id,session_duration,movement_events,deaths,menu_opens,menu_time,time_since_last_death,churn_label
synthetic_515,31.09,11,4,2,18.83,3.07,1
synthetic_516,24.92,17,6,1,0.92,17.59,0
synthetic_517,105.62,35,1,1,2.16,65.72,0
synthetic_518,48.41,9,4,1,5.49,6.19,1
synthetic_519,97.49,39,3,2,0.0,29.21,0
synthetic_520,129.47,46,0,1,1.5,39.01,0
synthetic_521,15.12,14,6,1,55.19,7.58,1
synthetic_522,43.94,10,7,2,23.94,13.86,1
synthetic_523,99.29,71,2,2,3.38,12.47,0
synthetic_524,55.58,22,3,2,14.39,9.82,0
synthetic_525,52.56,7,4,2,11.52,5.12,0
synthetic_526,101.19,36,1,1,1.6,57.4,0
synthetic_527,112.01,59,2,2,2.26,53.21,0
synthetic_528,109.98,43,3,2,3.05,31.33,0
synthetic_529,61.36,12,3,2,24.46,13.61,0
synthetic_530,114.54,38,1,1,1.97,55.02,0
synthetic_531,93.22,42,1,1,0.0,53.73,0
synthetic_532,51.66,6,3,2,37.68,3.14,0
synthetic_533,121.73,47,0,2,2.69,83.05,0
synthetic_534,44.26,28,2,1,24.27,14.6,0
synthetic_535,24.59,21,5,2,28.6,0.0,1
synthetic_536,109.18,36,5,2,1.35,44.13,0
synthetic_537,23.45,7,4,1,44.79,0.0,1
synthetic_538,53.48,11,6,1,18.84,18.81,1
synthetic_539,109.56,53,1,2,2.39,60.65,0
synthetic_540,68.45,55,1,1,5.53,27.05,0
synthetic_541,135.2,45,0,1,3.08,28.41,0
synthetic_542,116.31,50,0,2,3.21,51.55,0
synthetic_543,84.81,43,2,2,3.07,13.6,0
synthetic_544,18.12,15,4,1,22.99,0.0,1
synthetic_545,53.12,30,2,1,10.6,12.75,0
synthetic_546,56.8,9,7,1,30.95,1.94,0
synthetic_547,94.38,9,5,1,35.91,23.16,1
synthetic_548,109.87,38,1,1,4.63,36.8,0
synthetic_549,39.64,20,5,2,17.49,14.07,0
synthetic_550,72.68,31,0,1,7.19,39.3,0
synthetic_551,49.24,10,4,1,26.67,0.0,1
synthetic_552,52.63,13,5,1,21.89,5.3,1
synthetic_553,97.92,26,3,1,3.88,50.04,0
synthetic_554,66.73,18,5,2,51.15,28.9,1
synthetic_555,32.66,35,3,2,4.22,6.53,0
synthetic_556,64.72,20,2,2,7.6,1.17,1
synthetic_557,107.12,43,3,2,6.86,42.39,0
synthetic_558,79.23,33,0,2,3.84,53.68,0
synthetic_559,71.63,52,3,1,1.92,1.82,0
synthetic_560,93.53,21,3,2,14.21,5.27,1
synthetic_561,28.66,21,3,2,26.58,11.11,1
synthetic_562,103.1,57,0,1,0.0,77.28,0
synthetic_563,84.76,28,0,2,0.94,62.24,0
synthetic_564,100.96,42,1,1,1.13,0.0,0
synthetic_565,125.05,51,2,1,2.98,70.43,0
synthetic_566,99.1,55,0,1,0.7,43.74,0
synthetic_567,55.25,15,1,2,21.5,0.0,0
synthetic_568,50.15,9,1,2,30.1,11.73,0
synthetic_569,135.88,56,2,2,4.5,38.03,0
synthetic_570,60.16,22,5,2,27.41,9.67,0
synthetic_571,95.59,46,1,1,5.31,54.11,0
synthetic_572,90.47,42,0,1,0.82,23.36,0
synthetic_573,96.92,47,3,2,5.09,40.57,0
synthetic_574,98.89,34,2,1,5.28,68.04,0
synthetic_575,117.8,46,0,2,0.93,15.61,0
synthetic_576,96.7,24,2,1,5.79,36.02,0
synthetic_577,120.55,39,2,2,4.71,63.36,0
synthetic_578,92.65,44,1,1,4.79,23.64,0
synthetic_579,23.99,7,4,1,27.49,14.28,1
synthetic_580,81.62,58,1,1,4.37,0.36,0
synthetic_581,58.66,33,1,2,1.23,30.6,0
synthetic_582,80.19,31,3,2,13.91,5.42,1
synthetic_583,26.93,11,0,1,34.63,11.83,1
synthetic_584,104.16,48,2,2,0.67,34.24,0
synthetic_585,108.73,26,0,2,0.0,41.06,0
synthetic_586,51.47,12,2,2,15.52,8.46,1
synthetic_587,17.54,17,6,1,15.04,7.82,1
synthetic_588,35.43,13,5,1,11.06,10.29,1
synthetic_589,5.0,13,3,2,12.77,3.15,1
synthetic_590,124.76,48,2,1,8.71,61.22,0
synthetic_591,35.0,16,1,2,16.41,12.28,0
synthetic_592,15.24,22,5,1,5.9,5.53,0
synthetic_593,99.19,62,0,2,4.61,15.99,0
synthetic_594,18.85,24,7,1,22.93,2.95,1
synthetic_595,60.94,20,5,1,18.61,5.24,1
synthetic_596,72.46,64,1,1,1.06,15.99,0
synthetic_597,96.0,30,1,1,2.56,86.19,0
synthetic_598,89.16,33,1,1,6.6,53.18,0
synthetic_599,65.61,67,3,1,0.0,28.31,0
synthetic_600,94.25,52,0,2,1.08,37.37,0
synthetic_601,88.63,42,2,2,6.42,14.24,0
synthetic_602,71.54,44,1,1,2.93,10.51,0
synthetic_603,87.6,35,4,2,3.4,32.29,0
synthetic_604,88.58,48,1,2,2.88,66.17,0
synthetic_605,82.67,47,2,2,9.8,11.86,0
synthetic_606,113.53,45,1,2,5.68,64.66,0
synthetic_607,64.09,22,7,2,35.83,9.5,1
synthetic_608,55.28,48,1,2,4.59,44.77,0
synthetic_609,41.81,20,2,2,24.49,0.0,1
synthetic_610,96.92,33,0,2,9.54,55.49,0
synthetic_611,103.08,60,1,1,2.88,61.95,0
synthetic_612,84.22,71,0,1,4.51,35.71,0
synthetic_613,76.64,68,0,1,4.09,50.2,0
synthetic_614,42.24,8,5,2,20.82,9.66,1
synthetic_615,86.17,42,3,1,9.11,56.28,0
synthetic_616,126.02,44,0,2,2.24,31.74,0
synthetic_617,21.25,15,0,2,16.22,0.09,1
synthetic_618,40.28,14,1,1,13.98,8.53,1
synthetic_619,48.77,18,5,2,28.91,13.78,1
synthetic_620,91.1,21,1,2,6.91,46.13,0
synthetic_621,106.12,41,2,1,8.69,11.93,0
synthetic_622,107.93,55,0,2,6.46,23.2,0
synthetic_623,109.63,35,1,2,2.1,36.93,0
synthetic_624,100.79,42,0,1,0.0,66.84,0
synthetic_625,15.02,17,5,2,10.71,8.28,0
synthetic_626,97.01,63,0,2,0.76,52.08,0
synthetic_627,52.33,19,1,2,0.0,17.28,0
synthetic_628,101.51,29,1,2,4.63,52.89,0
synthetic_629,135.57,34,3,2,6.21,66.02,0
synthetic_630,119.21,27,2,2,2.99,55.79,0
synthetic_631,101.08,27,2,1,3.38,0.0,0
synthetic_632,66.16,19,1,2,20.81,10.59,0
synthetic_633,50.45,22,3,2,19.56,3.77,1
synthetic_634,7.94,16,3,1,14.76,10.24,1
synthetic_635,25.66,0,3,2,30.95,0.0,1
synthetic_636,124.74,34,4,1,6.21,74.23,0
synthetic_637,79.58,53,1,1,12.36,33.35,1
synthetic_638,85.33,68,4,1,4.18,41.46,0
synthetic_639,138.63,34,0,2,7.57,37.54,0
synthetic_640,96.93,66,2,1,3.22,54.37,0
synthetic_641,131.47,49,1,1,0.0,20.57,0
synthetic_642,64.9,11,2,1,22.52,0.0,0
synthetic_643,31.45,11,4,2,19.97,7.82,0
synthetic_644,88.89,50,4,2,6.84,51.7,0
synthetic_645,113.85,67,1,2,4.65,60.78,0
synthetic_646,80.62,22,3,1,19.57,5.04,0
synthetic_647,74.3,51,0,2,3.8,51.83,0
synthetic_648,87.95,40,3,1,0.51,50.16,0
synthetic_649,54.25,17,7,1,15.76,0.97,1
synthetic_650,60.83,19,2,2,17.98,0.0,1
synthetic_651,85.13,46,1,2,4.96,55.25,0
synthetic_652,115.19,80,2,2,10.53,78.31,0
synthetic_653,30.32,22,2,1,26.58,11.02,0
synthetic_654,86.01,48,3,1,6.14,64.06,0
synthetic_655,40.45,16,5,1,0.07,0.0,1
synthetic_656,70.83,42,0,2,4.09,26.04,0
synthetic_657,47.36,14,3,1,19.21,3.09,1
synthetic_658,97.48,46,0,1,1.65,69.13,0
synthetic_659,48.58,17,5,1,12.16,8.14,0
synthetic_660,57.84,18,4,1,11.85,0.0,0
synthetic_661,80.68,39,1,2,4.34,24.06,0
synthetic_662,42.95,18,1,2,35.26,13.95,1
synthetic_663,77.84,19,2,1,0.47,11.79,1
synthetic_664,51.23,18,6,2,0.0,5.0,0
synthetic_665,74.77,37,2,2,4.95,40.39,0
synthetic_666,57.74,56,0,1,0.77,70.2,0
synthetic_667,103.38,54,2,2,0.1,59.48,0
synthetic_668,27.04,27,4,2,6.99,10.95,0
synthetic_669,5.0,14,5,2,18.97,3.2,1
synthetic_670,35.46,20,5,1,20.64,2.33,1
synthetic_671,128.47,65,1,1,0.1,57.44,0
synthetic_672,58.88,36,2,1,2.38,67.12,0
synthetic_673,100.97,53,2,1,7.06,64.73,0
synthetic_674,75.22,34,1,1,1.16,5.49,0
synthetic_675,70.76,26,6,2,27.0,6.67,0
synthetic_676,92.73,37,1,1,0.0,69.56,0
synthetic_677,119.57,33,0,1,1.94,25.62,0
synthetic_678,55.12,12,4,1,33.85,14.38,1
synthetic_679,75.03,31,2,1,4.44,17.48,0
synthetic_680,10.87,21,5,1,18.34,9.98,1
synthetic_681,35.83,25,2,2,28.31,3.68,0
synthetic_682,61.97,14,1,2,10.2,12.35,0
synthetic_683,78.52,45,0,2,2.0,59.91,0
synthetic_684,96.57,31,1,2,0.0,49.86,0
synthetic_685,39.15,8,3,2,21.3,6.24,1
synthetic_686,60.14,15,2,1,15.07,14.95,0
synthetic_687,91.51,45,2,1,6.31,2.1,0
synthetic_688,95.45,48,3,1,8.17,27.75,0
synthetic_689,105.8,66,0,1,0.92,69.07,0
synthetic_690,68.61,14,5,1,11.65,11.42,1
synthetic_691,89.31,34,5,1,3.15,29.25,0
synthetic_692,59.85,28,2,1,16.84,3.87,1
synthetic_693,45.88,6,3,2,27.36,11.53,1
synthetic_694,83.88,42,1,1,1.69,47.83,0
synthetic_695,93.81,38,2,2,0.4,33.13,0
synthetic_696,118.24,37,2,2,4.63,40.28,1
synthetic_697,72.94,42,0,2,1.11,43.85,0
synthetic_698,131.09,56,1,1,3.34,35.56,0
synthetic_699,70.94,7,4,2,11.75,7.95,0
synthetic_700,22.2,9,6,2,29.03,11.99,1
synthetic_701,36.36,17,1,2,34.76,17.06,1
synthetic_702,46.95,17,4,1,20.62,11.41,1
synthetic_703,84.93,17,3,2,6.52,23.81,0
synthetic_704,36.55,10,4,1,27.3,0.0,1
synthetic_705,87.59,18,2,2,0.0,66.09,0
synthetic_706,96.91,22,3,2,5.25,43.81,0
synthetic_707,88.43,43,0,2,4.65,51.13,0
synthetic_708,5.0,27,2,2,38.46,15.59,1
synthetic_709,24.42,40,0,2,6.69,41.84,0
synthetic_710,96.14,63,0,1,7.41,60.38,0
synthetic_711,95.36,51,2,1,7.18,0.0,0
synthetic_712,115.77,42,0,1,9.23,28.36,0
synthetic_713,121.18,62,3,2,7.0,20.48,0
synthetic_714,91.25,64,1,1,1.51,70.72,0
synthetic_715,61.92,4,5,1,26.78,7.26,1
synthetic_716,72.97,36,0,2,5.16,18.33,0
synthetic_717,52.77,17,6,2,18.85,7.55,1
synthetic_718,83.55,28,1,1,3.25,15.08,0
synthetic_719,71.31,44,2,2,2.1,49.05,0
synthetic_720,91.29,32,2,2,0.0,46.38,0
synthetic_721,24.33,11,2,2,28.48,4.87,1
synthetic_722,9.8,20,6,2,21.23,0.0,1
synthetic_723,124.93,21,1,1,1.4,41.87,0
synthetic_724,27.07,10,4,2,8.8,17.63,0
synthetic_725,21.44,31,4,2,11.04,13.06,0
synthetic_726,51.26,19,5,2,28.09,2.96,1
synthetic_727,21.01,13,3,1,27.91,2.77,1
synthetic_728,99.33,42,1,2,0.0,61.86,0
synthetic_729,108.23,37,2,2,4.43,54.53,0
synthetic_730,35.56,2,4,1,24.16,2.84,1
synthetic_731,32.89,13,3,1,31.36,2.17,1
synthetic_732,75.39,14,1,2,43.65,19.21,1
synthetic_733,32.73,8,1,2,27.75,5.22,0
synthetic_734,62.62,21,5,1,15.09,12.99,1
synthetic_735,58.3,50,1,2,7.01,55.75,0
synthetic_736,44.15,12,5,2,11.58,2.91,1
synthetic_737,28.29,14,5,1,44.21,8.24,1
synthetic_738,43.82,18,3,1,9.74,1.99,1
synthetic_739,29.7,17,4,2,26.39,16.69,1
synthetic_740,48.4,11,6,1,22.02,2.54,1
synthetic_741,40.28,17,5,2,17.86,10.19,1
synthetic_742,93.0,48,2,2,4.95,28.97,0
synthetic_743,64.84,8,2,2,35.62,2.45,1
synthetic_744,95.6,66,2,1,8.89,63.24,0
synthetic_745,70.29,48,0,2,8.38,57.12,0
synthetic_746,47.91,20,3,1,39.32,0.0,1
synthetic_747,43.32,14,2,1,20.81,10.55,1
synthetic_748,72.41,45,1,2,5.3,29.08,0
synthetic_749,63.75,41,1,1,3.9,51.16,0
synthetic_750,32.58,9,1,2,9.13,13.14,1
synthetic_751,26.1,14,3,2,29.1,10.14,0
synthetic_752,12.54,26,2,2,25.08,13.33,0
synthetic_753,100.87,34,2,2,4.14,9.04,0
synthetic_754,98.76,30,0,1,5.16,29.84,0
synthetic_755,31.11,27,5,2,28.76,6.22,1
synthetic_756,95.41,14,4,1,19.54,0.0,0
synthetic_757,42.88,50,1,2,5.34,25.81,0
synthetic_758,71.09,12,4,1,29.69,6.15,1
synthetic_759,105.36,48,3,2,0.0,49.84,0
synthetic_760,86.79,33,4,1,0.3,54.97,0
synthetic_761,29.26,14,4,1,18.61,10.01,0
synthetic_762,5.0,10,5,2,10.87,18.32,1
synthetic_763,36.08,34,2,1,25.65,2.59,1
synthetic_764,125.16,37,4,1,2.53,73.55,0
synthetic_765,48.03,19,2,2,16.19,4.59,0
synthetic_766,50.51,13,5,2,31.04,2.08,0
synthetic_767,71.42,12,2,1,30.8,1.9,0
synthetic_768,52.64,23,2,2,5.88,17.85,0
synthetic_769,88.47,45,3,2,2.78,20.32,0
synthetic_770,26.21,8,4,2,10.59,6.86,1
synthetic_771,99.42,49,3,2,6.02,28.44,0
synthetic_772,98.06,49,3,1,3.04,50.69,0
synthetic_773,108.92,51,2,1,0.63,47.63,0
synthetic_774,32.54,19,2,2,36.27,19.58,1
synthetic_775,94.47,50,2,2,0.0,36.85,0
synthetic_776,140.61,48,3,2,2.1,23.22,0
synthetic_777,30.82,5,1,1,32.77,8.7,0
synthetic_778,68.8,16,0,1,0.0,53.27,0
synthetic_779,83.76,70,1,2,0.0,10.42,0
synthetic_780,41.1,22,7,1,15.42,5.14,1
synthetic_781,106.84,48,2,2,8.71,53.52,0
synthetic_782,76.06,28,4,1,7.27,42.68,0
synthetic_783,89.04,60,2,1,0.0,6.58,0
synthetic_784,91.78,37,0,2,5.18,93.67,0
synthetic_785,30.14,7,3,2,27.83,9.38,1
synthetic_786,111.23,30,1,1,2.51,33.62,0
synthetic_787,52.22,17,7,2,20.18,0.0,1
synthetic_788,118.33,28,2,2,5.0,29.23,0
synthetic_789,88.38,46,3,1,5.46,59.93,0
synthetic_790,66.58,3,3,1,26.42,8.35,1
synthetic_791,45.16,13,3,1,29.46,10.13,1
synthetic_792,60.86,23,5,2,50.71,15.47,1
synthetic_793,35.2,21,4,2,23.69,0.0,1
synthetic_794,8.75,15,6,1,15.56,3.68,1
synthetic_795,50.37,18,6,2,2.94,2.66,0
synthetic_796,59.51,10,7,1,7.92,4.36,0
synthetic_797,56.51,27,2,1,14.43,0.0,1
synthetic_798,90.68,42,0,1,1.68,44.56,0
synthetic_799,106.46,51,0,2,7.21,44.97,1
synthetic_800,85.45,49,1,2,1.04,42.16,0
synthetic_801,56.03,11,2,2,14.68,8.09,1
synthetic_802,68.09,48,0,2,6.51,32.01,0
synthetic_803,83.57,53,1,2,5.35,58.81,0
synthetic_804,67.19,14,2,2,17.98,3.39,1
synthetic_805,27.34,32,4,2,26.35,0.0,1
synthetic_806,80.2,64,2,2,1.79,57.86,0
synthetic_807,77.73,10,3,1,9.68,16.29,0
synthetic_808,83.3,51,0,2,4.67,56.43,0
synthetic_809,123.4,53,0,2,0.25,39.02,0
synthetic_810,50.75,23,7,1,27.93,11.36,1
synthetic_811,48.1,13,5,2,31.56,5.6,1
synthetic_812,65.03,46,0,1,4.91,53.15,0
synthetic_813,140.79,50,0,1,3.3,101.84,0
synthetic_814,43.98,28,2,2,19.15,0.0,0
synthetic_815,88.52,40,1,1,6.74,57.7,0
synthetic_816,114.12,29,0,2,3.08,28.22,0
synthetic_817,109.05,63,1,2,2.6,25.69,0
synthetic_818,121.22,50,0,2,1.21,89.66,0
synthetic_819,23.85,16,5,2,11.72,6.73,1
synthetic_820,51.5,16,8,1,12.91,1.03,1
synthetic_821,71.28,59,0,1,2.54,77.76,0
synthetic_822,41.88,14,5,1,21.57,0.87,1
synthetic_823,94.54,34,0,1,5.91,32.7,0
synthetic_824,100.62,7,1,1,1.13,61.03,0
synthetic_825,5.0,4,8,2,36.58,0.85,1
synthetic_826,89.98,34,0,1,5.73,49.44,1
synthetic_827,44.93,5,6,2,11.16,0.16,0
synthetic_828,110.81,56,0,2,3.46,69.62,0
synthetic_829,63.0,11,4,2,22.15,0.0,0
synthetic_830,83.87,66,0,2,7.04,33.26,0
synthetic_831,106.07,60,1,1,3.88,0.0,0
synthetic_832,39.59,5,2,2,19.37,4.11,1
synthetic_833,95.16,62,1,2,4.35,63.31,0
synthetic_834,64.47,63,2,1,1.59,53.34,0
synthetic_835,68.97,45,2,2,4.43,50.79,0
synthetic_836,79.38,30,2,2,4.01,48.13,0
synthetic_837,52.22,75,2,2,1.55,36.0,0
synthetic_838,60.06,15,4,2,19.49,15.02,0
synthetic_839,102.35,60,1,1,3.03,43.51,0
synthetic_840,23.99,14,1,1,20.04,14.58,1
synthetic_841,51.2,57,1,1,1.37,56.28,0
synthetic_842,58.52,16,0,2,1.57,25.41,0
synthetic_843,50.01,21,3,2,27.04,4.21,0
synthetic_844,55.11,15,4,1,14.44,13.83,1
synthetic_845,81.03,51,2,2,6.18,27.03,1
synthetic_846,80.7,9,5,2,3.18,11.94,0
synthetic_847,85.4,32,2,2,6.14,55.0,0
synthetic_848,48.36,26,2,2,15.51,2.09,1
synthetic_849,119.29,60,2,2,4.47,45.81,0
synthetic_850,25.26,21,5,1,17.28,19.81,1
synthetic_851,34.07,16,4,2,34.46,1.0,0
synthetic_852,123.36,39,2,1,0.0,88.17,0
synthetic_853,95.91,30,0,2,5.18,68.39,0
synthetic_854,51.02,14,6,1,14.63,6.89,0
synthetic_855,81.3,54,1,2,4.34,36.07,0
synthetic_856,123.13,45,2,1,3.75,48.06,1
synthetic_857,100.47,26,0,1,2.85,40.77,0
synthetic_858,25.22,19,3,1,9.65,0.86,1
synthetic_859,97.63,53,0,1,3.63,66.92,0
synthetic_860,84.89,49,0,1,2.11,44.56,0
synthetic_861,94.97,22,1,2,0.71,60.25,0
synthetic_862,86.15,53,0,1,5.07,19.33,0
synthetic_863,114.19,26,3,1,0.38,51.55,0
synthetic_864,38.19,30,3,1,5.93,4.51,1
synthetic_865,65.07,48,1,2,7.86,64.26,0
synthetic_866,61.41,39,3,1,0.0,38.14,0
synthetic_867,60.47,57,4,2,5.88,14.23,0
synthetic_868,28.0,12,2,1,15.19,8.01,1
synthetic_869,18.88,16,5,1,23.6,8.64,1
synthetic_870,101.0,46,1,2,5.05,17.02,0
synthetic_871,45.63,24,3,1,26.22,13.54,0
synthetic_872,93.71,42,0,2,6.05,33.88,0
synthetic_873,69.55,17,2,2,35.87,5.37,1
synthetic_874,98.17,65,1,2,7.04,1.54,0
synthetic_875,40.81,39,2,2,3.57,50.97,1
synthetic_876,46.36,5,4,2,19.7,16.37,1
synthetic_877,13.87,6,3,2,2.66,9.91,1
synthetic_878,127.81,20,1,1,6.7,49.82,0
synthetic_879,128.73,47,1,1,0.0,68.98,0
synthetic_880,84.62,17,2,1,22.51,15.86,0
synthetic_881,88.01,44,0,2,5.03,17.56,0
synthetic_882,63.68,27,2,1,2.01,50.37,0
synthetic_883,125.4,49,2,2,0.04,51.63,0
synthetic_884,59.66,19,3,2,13.56,9.21,0
synthetic_885,43.08,15,4,2,5.35,15.19,1
synthetic_886,67.83,19,4,2,17.54,9.22,0
synthetic_887,27.39,18,5,2,11.53,10.34,0
synthetic_888,52.0,13,5,1,9.02,8.55,1
synthetic_889,118.16,50,1,2,0.0,30.03,0
synthetic_890,36.05,5,3,1,33.38,10.47,1
synthetic_891,88.02,47,0,2,0.0,31.44,0
synthetic_892,45.51,26,1,2,9.18,5.72,0
synthetic_893,55.85,25,4,2,22.37,0.0,1
synthetic_894,91.19,46,0,1,0.73,34.62,0
synthetic_895,87.98,61,0,2,3.56,16.78,0
synthetic_896,35.76,10,6,2,38.04,1.24,1
synthetic_897,18.43,7,6,2,10.3,0.67,0
synthetic_898,84.54,12,2,2,13.14,0.0,0
synthetic_899,89.73,42,1,2,2.01,53.49,0
synthetic_900,102.02,41,3,1,3.54,30.25,0
synthetic_901,43.68,9,3,1,0.0,4.52,0
synthetic_902,46.34,14,5,1,19.71,12.93,1
synthetic_903,132.67,17,0,2,10.76,6.64,0
synthetic_904,103.44,44,0,2,6.38,36.45,0
synthetic_905,105.63,51,0,2,3.48,28.81,0
synthetic_906,130.18,54,4,1,0.53,109.13,0
synthetic_907,5.0,19,4,2,9.74,0.75,0
synthetic_908,82.62,18,3,1,17.81,8.6,0
synthetic_909,42.05,11,1,2,13.1,14.81,1
synthetic_910,91.55,44,0,2,2.05,36.74,0
synthetic_911,65.22,27,0,2,10.22,16.69,1
synthetic_912,109.96,60,1,2,3.65,47.19,0
synthetic_913,103.4,42,1,2,5.35,51.32,0
synthetic_914,89.46,58,3,1,3.39,41.62,0
synthetic_915,92.99,28,1,1,3.8,34.66,0
synthetic_916,60.16,18,2,1,6.34,11.02,1
synthetic_917,31.99,21,3,2,10.06,16.19,1
synthetic_918,35.95,3,5,1,37.96,9.76,1
synthetic_919,108.99,31,0,1,0.0,69.7,0
synthetic_920,70.68,28,4,2,20.24,11.59,0
synthetic_921,108.7,63,2,2,3.66,19.46,0
synthetic_922,61.52,48,3,2,5.14,27.95,0
synthetic_923,92.65,59,1,2,3.01,18.37,0
synthetic_924,23.25,11,7,1,14.65,0.0,1
synthetic_925,28.77,21,1,1,7.99,8.96,0
synthetic_926,12.71,11,3,2,22.4,0.0,1
synthetic_927,62.0,51,0,2,0.0,48.56,0
synthetic_928,97.67,62,1,2,4.25,36.94,0
synthetic_929,86.73,46,0,2,2.38,67.2,0
synthetic_930,69.01,12,3,2,16.94,12.57,0
synthetic_931,53.07,14,2,2,20.9,8.88,1
synthetic_932,48.75,8,3,1,38.74,10.85,1
synthetic_933,74.28,57,0,1,2.55,0.0,0
synthetic_934,83.5,35,1,2,2.37,61.2,1
synthetic_935,22.22,5,3,1,11.03,17.41,0
synthetic_936,120.91,61,0,1,2.68,63.13,0
synthetic_937,62.36,15,3,2,29.88,10.57,1
synthetic_938,91.93,56,2,1,0.0,37.82,0
synthetic_939,57.61,21,6,2,21.57,12.5,1
synthetic_940,30.25,18,0,1,15.84,15.56,1
synthetic_941,124.41,63,3,2,5.83,7.69,0
synthetic_942,38.57,14,3,1,9.23,4.75,0
synthetic_943,40.98,23,4,2,24.1,14.27,1
synthetic_944,85.74,17,3,2,22.84,7.48,0
synthetic_945,9.76,20,3,2,36.14,0.0,1
synthetic_946,133.68,50,0,1,5.74,25.49,0
synthetic_947,66.67,51,2,2,8.74,38.01,0
synthetic_948,72.04,43,1,1,5.21,44.78,0
synthetic_949,32.13,13,2,1,24.99,6.99,0
synthetic_950,86.38,62,3,2,0.0,47.71,0
synthetic_951,40.53,16,4,1,21.2,12.19,1
synthetic_952,13.08,11,6,2,22.85,11.44,1
synthetic_953,56.91,9,5,2,12.68,15.38,0
synthetic_954,87.36,21,2,2,1.62,23.18,0
synthetic_955,72.08,50,0,1,3.9,37.63,0
synthetic_956,135.95,54,2,2,0.0,24.94,0
synthetic_957,94.51,35,2,2,0.0,28.27,0
synthetic_958,122.95,57,0,2,5.54,37.56,0
synthetic_959,112.87,45,0,2,7.8,35.84,0
synthetic_960,84.58,38,4,1,7.9,60.66,0
synthetic_961,46.91,5,1,1,16.94,3.32,0
synthetic_962,21.25,16,5,1,3.07,4.92,1
synthetic_963,48.61,29,6,1,32.11,8.5,1
synthetic_964,57.46,21,2,2,6.69,21.78,0
synthetic_965,106.0,48,2,1,0.05,52.13,0
synthetic_966,92.58,46,2,2,0.0,48.38,0
synthetic_967,36.11,9,1,1,33.93,17.89,1
synthetic_968,100.23,50,3,2,3.64,0.0,0
synthetic_969,56.57,25,1,1,20.15,5.57,1
synthetic_970,55.46,27,5,1,22.54,1.25,1
synthetic_971,23.02,17,2,1,23.31,20.83,0
synthetic_972,34.17,14,5,1,19.94,8.46,1
synthetic_973,93.57,49,0,2,6.21,40.29,0
synthetic_974,32.43,9,2,1,33.81,0.0,1
synthetic_975,126.46,41,1,2,0.0,4.17,0
synthetic_976,104.87,48,0,2,0.77,42.71,0
synthetic_977,38.02,10,5,1,24.56,16.83,1
synthetic_978,91.8,58,0,2,2.49,24.34,0
synthetic_979,76.85,11,6,2,35.56,8.75,1
synthetic_980,130.17,50,2,2,5.92,19.39,0
synthetic_981,83.44,28,2,1,3.83,13.08,0
synthetic_982,91.43,56,1,2,3.74,59.86,0
synthetic_983,109.4,38,3,1,2.01,62.31,0
synthetic_984,22.96,12,9,1,19.29,0.0,1
synthetic_985,109.23,65,2,1,1.13,64.49,0
synthetic_986,27.9,12,2,2,18.27,5.02,0
synthetic_987,43.19,15,4,2,23.63,11.0,0
synthetic_988,57.29,19,7,2,26.58,0.0,1
synthetic_989,121.0,44,1,1,3.64,52.64,0
synthetic_990,92.79,42,1,1,0.0,44.9,0
synthetic_991,77.75,54,1,2,0.56,25.57,0
synthetic_992,137.2,59,1,2,1.68,13.59,0
synthetic_993,46.41,13,3,2,24.78,9.43,1
synthetic_994,66.47,70,1,2,6.67,38.09,0
synthetic_995,48.66,4,4,2,19.23,11.56,1
synthetic_996,127.5,28,1,2,4.78,54.95,0
synthetic_997,69.81,17,5,2,15.94,8.7,0
synthetic_998,114.99,25,1,1,0.0,38.31,0
synthetic_999,25.76,21,4,1,20.75,5.38,0
synthetic_1000,34.74,11,3,1,36.94,10.14,1
synthetic_1001,57.52,53,1,2,6.78,13.77,0
synthetic_1002,29.49,9,4,1,33.83,16.64,1
synthetic_1003,55.01,14,6,1,16.39,5.26,1
synthetic_1004,69.44,46,2,2,1.27,53.09,0
synthetic_1005,23.23,12,4,2,26.27,4.04,1
synthetic_1006,116.24,38,3,1,3.58,32.05,0
synthetic_1007,47.05,0,8,1,31.99,6.13,1
synthetic_1008,106.4,27,1,1,2.8,0.0,0
synthetic_1009,105.76,49,0,1,6.12,59.75,0
synthetic_1010,90.69,43,5,2,8.39,69.4,0
synthetic_1011,73.11,54,1,2,7.79,69.01,0
synthetic_1012,106.3,45,0,2,2.91,25.98,0
synthetic_1013,107.26,45,0,1,1.4,46.03,0
synthetic_1014,48.74,9,5,1,17.78,4.29,1
synthetic_1015,18.7,23,1,1,18.46,6.4,1
synthetic_1016,71.63,45,0,2,3.84,41.77,0
synthetic_1017,108.81,69,1,2,6.52,10.87,0
synthetic_1018,68.92,0,2,2,14.84,14.22,0
synthetic_1019,51.46,5,0,1,36.63,6.32,1
synthetic_1020,89.11,43,1,1,7.82,65.82,0
synthetic_1021,81.19,52,1,1,0.05,50.25,0
synthetic_1022,112.78,38,2,2,1.11,31.73,0
synthetic_1023,66.64,47,1,1,4.14,36.22,0
synthetic_1024,75.13,45,0,1,7.69,42.46,0
synthetic_1025,55.73,8,2,2,13.48,0.18,1
synthetic_1026,127.28,49,1,1,3.86,69.47,0
synthetic_1027,31.63,15,1,2,21.56,1.74,1
synthetic_1028,62.18,46,1,1,2.74,59.66,0
synthetic_1029,11.58,20,6,2,29.59,0.0,1
